,,,,,,,,,,,,,,,,,,,,,,,,
117,Cyprus,10,196,767,855,943,"1,028","1,113","1,161","1,180",389,432,475,520,556,581,590,378,424,468,507,557,580,589
118,Georgia,11,268,"5,410","5,020","4,722","4,487","4,232","3,952","3,912","2,572","2,385","2,238","2,119","2,010","1,886","1,868","2,838","2,635","2,484","2,367","2,222","2,066","2,044"
119,Iraq,,368,"17,469","20,208","23,565","27,008","30,763","36,116","38,275","8,814","10,191","11,890","13,651","15,549","18,276","19,376","8,655","10,018","11,676","13,358","15,214","17,840","18,899"
120,Israel,,376,"4,500","5,334","6,014","6,603","7,426","8,065","8,322","2,246","2,634","2,964","3,257","3,668","4,000","4,133","2,254","2,699","3,050","3,346","3,758","4,065","4,188"
121,Jordan,,400,"3,561","4,573","5,103","5,714","7,182","9,159","9,702","1,865","2,392","2,645","2,948","3,663","4,641","4,913","1,695","2,181","2,458","2,766","3,519","4,518","4,789"
122,Kuwait,,414,"2,100","1,611","2,051","2,277","2,998","3,936","4,137","1,193",935,"1,199","1,344","1,734","2,261","2,375",907,675,852,932,"1,264","1,675","1,761"
123,Lebanon,,422,"2,703","3,033","3,235","3,987","4,337","5,851","6,082","1,333","1,504","1,605","2,026","2,212","2,939","3,051","1,370","1,529","1,630","1,961","2,125","2,912","3,031"
124,Oman,,512,"1,812","2,204","2,268","2,511","3,041","4,200","4,636","1,009","1,307","1,273","1,420","1,835","2,723","3,053",803,897,995,"1,091","1,207","1,477","1,584"
125,Qatar,,634,476,513,592,865,"1,780","2,482","2,639",319,338,386,584,"1,349","1,871","1,981",157,175,206,280,430,610,658
126,Saudi Arabia,,682,"16,327","18,736","20,764","23,906","27,426","31,557","32,938","9,145","10,395","11,309","13,305","15,401","17,893","18,798","7,182","8,341","9,455","10,601","12,025","13,664","14,140"
127,State of Palestine,12,275,"2,101","2,618","3,223","3,576","4,067","4,663","4,921","1,063","1,326","1,634","1,814","2,063","2,365","2,495","1,038","1,291","1,589","1,763","2,004","2,298","2,425"
128,Syrian Arab Republic,,760,"12,446","14,345","16,411","18,295","21,019","18,735","18,270","6,292","7,256","8,302","9,334","10,609","9,476","9,231","6,154","7,090","8,109","8,960","10,410","9,259","9,039"
129,Turkey,,792,"53,922","58,486","63,240","67,903","72,327","78,271","80,745","26,630","28,836","31,144","33,420","35,564","38,503","39,767","27,291","29,650","32,096","34,484","36,763","39,768","40,978"
130,United Arab Emirates,,784,"1,860","2,449","3,155","4,580","8,271","9,154","9,400","1,221","1,627","2,129","3,217","6,161","6,695","6,806",640,822,"1,026","1,362","2,109","2,460","2,594"
131,Yemen,,887,"12,057","15,321","17,875","20,583","23,607","26,916","28,250","5,972","7,763","9,041","10,400","11,928","13,601","14,271","6,085","7,558","8,834","10,183","11,678","13,316","13,979"
132,EUROPE,,908,"721,699","728,085","727,201","730,290","737,164","740,814","742,074","347,534","350,772","350,456","351,994","355,348","357,516","358,363","373,882","377,015","376,435","377,961","381,465","382,944","383,355"
133,Eastern Europe,,923,"309,902","309,557","303,958","297,511","294,541","293,244","292,454","146,894","146,811","143,845","140,227","138,454","137,963","137,617","163,008","162,746","160,112","157,284","156,086","155,281","154,837"
134,Belarus,,112,"10,217","10,142","9,934","9,622","9,473","9,486","9,468","4,791","4,755","4,663","4,491","4,403","4,413","4,406","5,425","5,387","5,271","5,130","5,070","5,073","5,062"
135,Bulgaria,,100,"8,841","8,379","7,998","7,684","7,405","7,177","7,085","4,357","4,102","3,898","3,739","3,605","3,490","3,444","4,484","4,277","4,100","3,945","3,799","3,687","3,641"
136,Czechia,,203,"10,341","10,358","10,290","10,258","10,536","10,604","10,618","5,020","5,033","5,006","4,997","5,171","5,210","5,219","5,321","5,325","5,284","5,262","5,365","5,393","5,399"
137,Hungary,,348,"10,378","10,350","10,221","10,086","9,928","9,784","9,722","4,984","4,944","4,863","4,786","4,711","4,650","4,625","5,394","5,406","5,358","5,300","5,217","5,134","5,097"
138,Poland,,616,"37,955","38,453","38,550","38,363","38,323","38,265","38,171","18,482","18,703","18,715","18,574","18,529","18,484","18,434","19,473","19,750","19,835","19,789","19,794","19,781","19,737"
139,Republic of Moldova,13,498,"4,364","4,339","4,201","4,158","4,084","4,066","4,051","2,080","2,073","2,011","1,991","1,964","1,953","1,944","2,284","2,267","2,190","2,166","2,121","2,113","2,107"
140,Romania,,642,"23,489","22,965","22,128","21,431","20,440","19,877","19,679","11,580","11,284","10,825","10,446","9,924","9,633","9,534","11,910","11,681","11,303","10,985","10,516","10,243","10,145"
141,Russian Federation,,643,"147,564","148,289","146,397","143,618","143,154","143,888","143,990","69,085","69,569","68,509","66,835","66,389","66,848","66,917","78,479","78,720","77,887","76,783","76,765","77,040","77,072"
142,Slovakia,,703,"5,288","5,375","5,399","5,399","5,404","5,439","5,448","2,581","2,616","2,622","2,617","2,621","2,644","2,648","2,707","2,760","2,778","2,781","2,783","2,796","2,799"
143,Ukraine,14,804,"51,464","50,906","48,840","46,892","45,793","44,658","44,223","23,933","23,732","22,734","21,750","21,137","20,637","20,446","27,531","27,173","26,106","25,142","24,656","24,021","23,777"
144,Northern Europe,,924,"92,142","93,281","94,544","96,377","100,314","103,097","104,200","44,779","45,335","46,033","47,098","49,183","50,714","51,317","47,247","47,830","48,391","49,154","51,002","52,251","52,749"
145,Channel Islands,15,830,141,144,149,154,160,164,165,68,70,73,76,79,81,82,72,74,76,78,81,83,83
146,Denmark,,208,"5,141","5,233","5,341","5,422","5,555","5,689","5,734","2,536","2,585","2,643","2,685","2,756","2,829","2,852","2,605","2,648","2,698","2,736","2,799","2,860","2,882"
147,Estonia,,233,"1,565","1,433","1,399","1,356","1,332","1,315","1,310",732,663,653,630,620,615,614,833,770,747,726,712,700,696
148,Faeroe Islands,,234,48,46,47,48,49,49,49,..,..,..,..,..,..,..,..,..,..,..,..,..,..
149,Finland,16,246,"4,996","5,119","5,188","5,259","5,366","5,482","5,523","2,425","2,493","2,533","2,574","2,633","2,698","2,722","2,572","2,626","2,655","2,685","2,732","2,784","2,801"
150,Iceland,,352,255,268,280,295,320,330,335,128,134,140,148,161,166,168,127,133,140,147,159,165,167
151,Ireland,,372,"3,569","3,652","3,849","4,213","4,627","4,700","4,762","1,777","1,814","1,914","2,104","2,305","2,331","2,362","1,792","1,837","1,935","2,109","2,322","2,369","2,400"
152,Isle of Man,,833,68,70,73,76,80,83,84,..,..,..,..,..,..,..,..,..,..,..,..,..,..
153,Latvia,,428,"2,664","2,508","2,384","2,252","2,119","1,993","1,950","1,241","1,156","1,096","1,032",970,915,895,"1,423","1,353","1,289","1,219","1,149","1,078","1,054"
154,Lithuania,,440,"3,696","3,627","3,502","3,344","3,124","2,932","2,890","1,749","1,709","1,639","1,554","1,438","1,350","1,332","1,947","1,918","1,863","1,791","1,686","1,582","1,559"
155,Norway,17,578,"4,247","4,367","4,499","4,632","4,886","5,200","5,305","2,100","2,160","2,229","2,298","2,442","2,618","2,677","2,147","2,207","2,270","2,334","2,443","2,582","2,629"
156,Sweden,,752,"8,567","8,836","8,882","9,039","9,390","9,764","9,911","4,232","4,366","4,392","4,482","4,677","4,880","4,960","4,335","4,470","4,489","4,557","4,713","4,884","4,951"
157,United Kingdom,,826,"57,183","57,978","58,951","60,287","63,307","65,397","66,182","27,791","28,185","28,722","29,515","31,100","32,232","32,655","29,392","29,793","30,229","30,772","32,207","33,166","33,527"
158,Southern Europe,,925,"143,765","144,632","145,657","150,393","153,943","152,441","151,989","70,285","70,566","71,117","73,565","75,257","74,361","74,157","73,372","73,945","74,415","76,686","78,537","77,934","77,687"
159,Albania,,8,"3,281","3,107","3,122","3,079","2,941","2,923","2,930","1,681","1,529","1,578","1,544","1,475","1,476","1,479","1,601","1,577","1,544","1,535","1,465","1,447","1,451"
160,Andorra,,20,55,64,65,79,84,78,77,..,..,..,..,..,..,..,..,..,..,..,..,..,..
161,Bosnia and Herzegovina,,70,"4,463","3,844","3,767","3,782","3,722","3,536","3,507","2,210","1,886","1,850","1,858","1,828","1,735","1,722","2,253","1,958","1,917","1,924","1,894","1,800","1,785"
162,Croatia,,191,"4,776","4,617","4,428","4,378","4,328","4,236","4,189","2,316","2,233","2,132","2,108","2,085","2,041","2,019","2,461","2,384","2,296","2,270","2,243","2,195","2,170"
163,Gibraltar,,292,29,30,31,32,33,34,35,..,..,..,..,..,..,..,..,..,..,..,..,..,..
164,Greece,,300,"10,249","10,789","11,142","11,301","11,446","11,218","11,160","5,082","5,362","5,539","5,596","5,642","5,523","5,493","5,167","5,427","5,603","5,705","5,804","5,694","5,667"
165,Holy See,18,336,1,1,1,1,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
166,Italy,,380,"57,127","57,255","57,294","58,808","59,730","59,504","59,360","27,785","27,804","27,798","28,612","29,017","28,962","28,929","29,343","29,451","29,496","30,196","30,713","30,543","30,431"
167,Malta,,470,364,380,397,407,416,428,431,180,189,198,203,207,215,216,184,192,199,204,209,213,214
168,Montenegro,,499,615,620,614,616,624,628,629,306,308,303,303,308,310,310,309,312,311,314,317,318,319
169,Portugal,,620,"9,953","10,150","10,355","10,566","10,652","10,418","10,330","4,795","4,893","4,997","5,110","5,100","4,936","4,888","5,158","5,257","5,358","5,456","5,552","5,482","5,441"
170,San Marino,,674,24,26,27,29,31,33,33,..,..,..,..,..,..,..,..,..,..,..,..,..,..
171,Serbia,19,688,"9,518","9,884","9,488","9,215","9,030","8,851","8,791","4,698","4,871","4,656","4,505","4,416","4,326","4,295","4,820","5,014","4,832","4,710","4,614","4,525","4,495"
172,Slovenia,,705,"2,006","1,991","1,988","1,996","2,045","2,075","2,080",974,965,971,974,"1,012","1,029","1,033","1,033","1,026","1,018","1,022","1,034","1,045","1,047"
173,Spain,20,724,"39,306","39,890","40,904","44,043","46,789","46,398","46,354","19,254","19,531","20,077","21,723","23,133","22,768","22,730","20,052","20,359","20,826","22,320","23,656","23,629","23,625"
174,TFYR Macedonia,21,807,"1,996","1,983","2,035","2,060","2,071","2,079","2,083","1,004",995,"1,019","1,030","1,034","1,040","1,041",992,988,"1,015","1,031","1,036","1,040","1,042"
175,Western Europe,,926,"175,890","180,615","183,042","186,010","188,366","192,032","193,431","85,576","88,060","89,460","91,104","92,453","94,479","95,272","90,256","92,494","93,516","94,837","95,840","97,478","98,082"
176,Austria,,40,"7,724","7,990","8,069","8,254","8,410","8,679","8,735","3,695","3,856","3,916","4,012","4,099","4,249","4,283","4,029","4,134","4,153","4,242","4,311","4,430","4,452"
177,Belgium,,56,"10,007","10,186","10,282","10,547","10,939","11,288","11,429","4,896","4,986","5,035","5,174","5,372","5,549","5,636","5,111","5,200","5,247","5,373","5,567","5,739","5,793"
178,France,,250,"56,961","58,242","59,608","61,234","63,027","64,457","64,980","27,969","28,542","29,224","30,040","30,933","31,673","31,949","28,992","29,700","30,384","31,194","32,093","32,784","33,031"
179,Germany,,276,"79,118","81,241","81,488","81,671","80,895","81,708","82,114","38,169","39,387","39,680","39,908","39,656","40,187","40,435","40,949","41,854","41,807","41,763","41,238","41,521","41,679"
180,Liechtenstein,,438,29,31,33,35,36,37,38,..,..,..,..,..,..,..,..,..,..,..,..,..,..
181,Luxembourg,,442,382,408,436,458,508,567,583,187,200,215,226,252,284,293,195,208,221,232,256,282,290
182,Monaco,,492,29,31,32,34,37,38,39,..,..,..,..,..,..,..,..,..,..,..,..,..,..
183,Netherlands,,528,"14,965","15,468","15,926","16,367","16,683","16,938","17,036","7,402","7,661","7,889","8,116","8,284","8,420","8,476","7,563","7,807","8,037","8,251","8,399","8,518","8,560"
184,Switzerland,,756,"6,675","7,019","7,167","7,410","7,832","8,320","8,476","3,258","3,428","3,502","3,627","3,856","4,117","4,199","3,417","3,591","3,666","3,783","3,976","4,203","4,277"
185,LATIN AMERICA AND THE CARIBBEAN,,904,"445,919","486,863","525,795","561,656","597,562","632,381","645,593","221,384","241,344","260,356","277,929","295,471","312,473","318,913","224,308","245,270","265,177","283,442","301,778","319,570","326,334"
186,Caribbean,,915,"34,237","36,423","38,404","40,116","41,725","43,310","43,883","16,921","17,981","18,925","19,746","20,512","21,271","21,543","17,091","18,197","19,220","20,088","20,903","21,704","21,997"
187,Anguilla,,660,8,10,11,13,14,15,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
188,Antigua and Barbuda,,28,67,74,84,89,95,100,102,32,36,39,43,45,48,49,34,38,44,46,49,52,53
189,Aruba,,533,62,80,91,100,102,104,105,31,40,44,48,48,50,50,31,41,47,52,53,55,55
190,Bahamas,,44,256,280,298,329,361,387,395,127,138,145,161,176,189,194,129,142,153,169,184,197,202
191,Barbados,,52,260,265,270,274,280,284,286,125,127,130,132,134,136,137,135,137,140,142,145,148,149
192,British Virgin Islands,,92,16,18,21,23,27,30,31,..,..,..,..,..,..,..,..,..,..,..,..,..,..
193,Caribbean Netherlands,22,535,13,15,14,14,21,25,25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
194,Cayman Islands,,136,25,32,42,49,56,60,62,..,..,..,..,..,..,..,..,..,..,..,..,..,..
195,Cuba,,192,"10,582","10,906","11,151","11,284","11,333","11,461","11,485","5,332","5,490","5,594","5,661","5,678","5,735","5,745","5,251","5,416","5,556","5,624","5,655","5,726","5,740"
196,Curaçao,,531,147,144,132,129,148,158,161,70,68,62,61,68,72,74,76,76,70,69,80,86,87
197,Dominica,,212,71,71,70,71,71,73,74,..,..,..,..,..,..,..,..,..,..,..,..,..,..
198,Dominican Republic,,214,"7,184","7,892","8,563","9,238","9,898","10,528","10,767","3,614","3,964","4,291","4,620","4,941","5,246","5,361","3,569","3,929","4,271","4,618","4,957","5,282","5,406"
199,Grenada,,308,96,100,102,103,105,107,108,48,50,50,51,52,54,54,49,51,51,52,52,53,54
200,Guadeloupe,23,312,386,403,425,440,451,450,450,189,196,205,213,210,209,208,196,207,220,226,240,241,241
201,Haiti,,332,"7,100","7,820","8,549","9,263","10,000","10,711","10,981","3,500","3,858","4,221","4,577","4,943","5,297","5,430","3,600","3,962","4,328","4,686","5,056","5,414","5,551"
202,Jamaica,,388,"2,424","2,537","2,657","2,745","2,817","2,872","2,890","1,195","1,255","1,320","1,358","1,399","1,429","1,438","1,229","1,283","1,337","1,386","1,418","1,443","1,452"
203,Martinique,,474,358,369,387,397,395,386,385,173,176,182,185,182,176,175,185,193,205,212,213,210,210
204,Montserrat,,500,11,10,5,5,5,5,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
205,Puerto Rico,,630,"3,518","3,690","3,797","3,765","3,717","3,674","3,663","1,704","1,780","1,828","1,808","1,786","1,766","1,761","1,814","1,909","1,969","1,958","1,931","1,908","1,902"
206,Saint Kitts and Nevis,,659,41,43,45,49,51,54,55,..,..,..,..,..,..,..,..,..,..,..,..,..,..
207,Saint Lucia,,662,138,147,157,164,173,177,179,68,72,77,80,85,87,88,70,75,80,84,88,90,91
208,Saint Vincent and the Grenadines,,670,108,108,108,109,109,109,110,53,54,54,55,55,55,55,54,54,54,54,54,54,54
209,Sint Maarten (Dutch part),,534,29,31,32,33,33,39,40,..,..,..,..,..,..,..,..,..,..,..,..,..,..
210,Trinidad and Tobago,,780,"1,222","1,255","1,268","1,297","1,328","1,360","1,369",609,625,631,643,657,671,674,613,630,637,654,671,689,695
211,Turks and Caicos Islands,,796,12,15,19,26,31,34,35,..,..,..,..,..,..,..,..,..,..,..,..,..,..
212,United States Virgin Islands,,850,104,107,109,108,106,105,105,51,52,53,52,51,50,50,53,55,56,56,55,55,55
213,Central America,,916,"114,731","126,844","137,992","148,212","160,557","172,635","177,316","57,039","62,928","68,404","73,520","79,671","85,682","88,010","57,692","63,916","69,588","74,691","80,886","86,953","89,306"
214,Belize,,84,188,207,247,283,322,359,375,95,104,125,142,161,179,187,93,103,123,141,161,180,188
215,Costa Rica,,188,"3,096","3,511","3,925","4,248","4,545","4,808","4,906","1,560","1,766","1,970","2,130","2,277","2,406","2,454","1,536","1,745","1,955","2,118","2,268","2,402","2,452"
216,El Salvador,,222,"5,255","5,611","5,868","6,029","6,165","6,312","6,378","2,565","2,725","2,827","2,878","2,919","2,970","2,995","2,690","2,886","3,040","3,151","3,246","3,343","3,383"
217,Guatemala,,320,"9,264","10,408","11,651","13,096","14,630","16,252","16,914","4,603","5,136","5,717","6,423","7,186","7,995","8,324","4,661","5,273","5,934","6,674","7,444","8,257","8,589"
218,Honduras,,340,"4,955","5,709","6,524","7,373","8,195","8,961","9,265","2,461","2,836","3,244","3,670","4,083","4,467","4,620","2,494","2,873","3,280","3,703","4,112","4,494","4,645"
219,Mexico,,484,"85,358","94,046","101,720","108,472","117,319","125,891","129,163","42,451","46,694","50,507","53,946","58,388","62,677","64,312","42,907","47,351","51,213","54,527","58,931","63,214","64,851"
220,Nicaragua,,558,"4,145","4,612","5,027","5,379","5,738","6,082","6,218","2,055","2,285","2,487","2,655","2,827","2,998","3,065","2,089","2,328","2,540","2,724","2,911","3,084","3,152"
221,Panama,,591,"2,471","2,740","3,030","3,330","3,643","3,969","4,099","1,249","1,382","1,527","1,676","1,830","1,990","2,054","1,222","1,357","1,503","1,654","1,813","1,979","2,045"
222,South America,,931,"296,951","323,595","349,399","373,329","395,280","416,436","424,394","147,423","160,436","173,027","184,662","195,288","205,520","209,360","149,526","163,157","176,369","188,663","199,989","210,913","215,031"
223,Argentina,,32,"32,730","34,995","37,057","39,145","41,224","43,418","44,271","16,047","17,143","18,131","19,149","20,164","21,245","21,668","16,683","17,852","18,926","19,997","21,060","22,173","22,603"
224,Bolivia (Plurinational State of),,68,"6,856","7,567","8,340","9,125","9,918","10,725","11,052","3,437","3,794","4,181","4,575","4,970","5,371","5,533","3,419","3,773","4,158","4,550","4,948","5,354","5,519"
225,Brazil,,76,"149,352","162,297","175,288","186,917","196,796","205,962","209,288","74,066","80,326","86,623","92,225","96,932","101,284","102,855","75,286","81,970","88,664","94,693","99,864","104,678","106,433"
226,Chile,,152,"13,242","14,297","15,263","16,147","16,993","17,763","18,055","6,532","7,062","7,546","7,987","8,410","8,797","8,944","6,710","7,235","7,717","8,160","8,583","8,966","9,111"
227,Colombia,,170,"34,272","37,442","40,404","43,286","45,918","48,229","49,066","17,021","18,547","19,981","21,376","22,641","23,744","24,140","17,251","18,894","20,423","21,910","23,277","24,485","24,925"
228,Ecuador,,218,"10,218","11,441","12,629","13,735","14,935","16,144","16,625","5,134","5,743","6,331","6,879","7,472","8,071","8,309","5,084","5,697","6,297","6,857","7,462","8,073","8,316"
229,Falkland Islands (Malvinas),,238,2,2,3,3,3,3,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..
230,French Guiana,,254,116,137,163,204,234,269,283,60,71,84,101,117,134,141,55,66,79,103,117,134,141
231,Guyana,,328,743,761,753,751,747,769,778,367,375,375,376,373,387,393,377,387,379,375,373,381,385
232,Paraguay,,600,"4,214","4,761","5,303","5,795","6,210","6,639","6,811","2,130","2,407","2,683","2,935","3,150","3,369","3,455","2,084","2,354","2,619","2,861","3,059","3,270","3,356"
233,Peru,,604,"21,827","24,039","25,915","27,610","29,374","31,377","32,165","10,906","12,013","12,951","13,796","14,676","15,673","16,065","10,921","12,026","12,964","13,814","14,698","15,704","16,100"
234,Suriname,,740,407,444,472,499,526,553,563,207,225,238,251,265,278,283,201,219,234,248,262,275,281
235,Uruguay,,858,"3,110","3,225","3,321","3,326","3,374","3,432","3,457","1,508","1,562","1,607","1,605","1,627","1,656","1,670","1,601","1,663","1,714","1,720","1,747","1,775","1,787"
236,Venezuela (Bolivarian Republic of),,862,"19,862","22,189","24,488","26,784","29,028","31,155","31,977","10,008","11,165","12,294","13,407","14,490","15,511","15,905","9,854","11,023","12,194","13,377","14,538","15,644","16,072"
237,NORTHERN AMERICA,,905,"280,345","295,114","312,845","327,546","342,937","356,004","361,208","137,466","145,029","154,109","161,638","169,400","176,101","178,765","142,757","149,960","158,610","165,779","173,410","179,778","182,318"
238,Bermuda,,60,61,63,64,65,64,62,61,..,..,..,..,..,..,..,..,..,..,..,..,..,..
239,Canada,,124,"27,693","29,330","30,736","32,288","34,169","35,950","36,624","13,732","14,520","15,225","16,006","16,952","17,832","18,172","13,960","14,810","15,511","16,282","17,216","18,117","18,452"
240,Greenland,,304,56,56,56,57,57,56,56,..,..,..,..,..,..,..,..,..,..,..,..,..,..
241,Saint Pierre and Miquelon,,666,6,6,6,6,6,6,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..
242,United States of America,,840,"252,530","265,659","281,983","295,130","308,641","319,929","324,459","123,733","130,509","138,883","145,632","152,448","158,269","160,593","128,797","135,150","143,099","149,498","156,194","161,660","163,866"
243,OCEANIA,,909,"27,071","29,185","31,229","33,568","36,636","39,543","40,691","13,447","14,473","15,502","16,674","18,246","19,667","20,236","13,418","14,479","15,474","16,641","18,151","19,636","20,215"
244,Australia/New Zealand,,927,"20,440","21,752","22,925","24,374","26,490","28,414","29,156","10,170","10,806","11,406","12,127","13,207","14,131","14,495","10,269","10,946","11,519","12,248","13,283","14,283","14,662"
245,Australia,24,36,"17,041","18,077","19,066","20,239","22,120","23,800","24,451","8,498","8,995","9,512","10,101","11,061","11,862","12,181","8,544","9,082","9,554","10,138","11,059","11,938","12,270"
246,New Zealand,,554,"3,398","3,675","3,859","4,135","4,370","4,615","4,706","1,673","1,811","1,894","2,026","2,146","2,269","2,314","1,726","1,864","1,965","2,110","2,224","2,346","2,392"
247,Melanesia,,928,"5,670","6,388","7,194","8,048","8,983","9,933","10,321","2,886","3,249","3,658","4,093","4,569","5,051","5,247","2,784","3,139","3,536","3,956","4,414","4,882","5,074"
248,Fiji,,242,729,775,811,822,860,892,906,370,394,412,419,439,454,460,359,381,399,403,421,439,446
249,New Caledonia,,540,170,191,213,233,251,269,276,87,97,108,117,127,136,139,83,93,105,116,124,133,137
250,Papua New Guinea,,598,"4,313","4,894","5,572","6,315","7,108","7,920","8,251","2,193","2,486","2,831","3,210","3,615","4,029","4,197","2,120","2,408","2,741","3,105","3,493","3,891","4,054"
251,Solomon Islands,,90,312,359,413,470,528,587,611,160,185,212,240,268,299,311,152,175,201,230,260,289,301
252,Vanuatu,,548,147,168,185,209,236,265,276,75,86,95,107,120,134,140,71,82,90,103,116,131,136
253,Micronesia,,954,413,465,498,503,503,519,528,155,169,175,180,184,191,195,145,161,172,177,181,188,192
254,Guam,,316,130,146,155,158,159,162,164,70,76,79,81,81,82,83,61,70,76,78,78,80,81
255,Kiribati,,296,72,78,84,92,103,112,116,36,39,42,45,51,55,57,37,39,43,47,52,57,59
256,Marshall Islands,,584,47,51,52,52,52,53,53,..,..,..,..,..,..,..,..,..,..,..,..,..,..
257,Micronesia (Fed. States of),,583,96,108,107,106,104,104,106,49,55,54,54,53,53,54,47,53,53,52,51,51,51
258,Nauru,,520,9,10,10,10,10,11,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..
259,Northern Mariana Islands,,580,43,56,69,64,54,55,55,..,..,..,..,..,..,..,..,..,..,..,..,..,..
260,Palau,,585,15,17,19,20,20,21,22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
261,Polynesia,25,957,549,580,613,642,659,677,686,236,249,263,275,285,295,300,220,232,247,261,273,283,288
262,American Samoa,,16,47,53,58,59,56,56,56,..,..,..,..,..,..,..,..,..,..,..,..,..,..
263,Cook Islands,,184,18,19,18,20,19,17,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
264,French Polynesia,,258,198,215,237,255,268,278,283,103,112,122,131,137,142,144,95,103,115,124,131,136,139
265,Niue,,570,2,2,2,2,2,2,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
266,Samoa,,882,163,170,175,180,186,194,196,85,88,91,93,96,100,101,78,82,84,87,90,94,95
267,Tokelau,,772,2,2,2,1,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
268,Tonga,,776,95,96,98,101,104,106,108,48,49,50,51,52,53,54,47,47,48,50,52,53,54
269,Tuvalu,,798,9,9,9,10,11,11,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..
270,Wallis and Futuna Islands,,876,14,14,15,15,13,12,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..
